51304292583,gdg,79,200
51304317912,gff,16,64
51304336096,bfb,195,274
51304346959,fab,253,80
51304371017,cee,203,120
51304388543,eee,137,139
51304401206,gag,37,258
51304419400,cfe,19,214
51304421946,fdb,42,264
51304423861,efd,264,171
51304440143,ega,191,273
51304459949,eeb,105,183
51304477895,dbg,148,114
51304489489,egd,202,82
51304493844,fbc,150,79
51304577051,dbe,71,136
51304600251,ecb,105,68
51304602387,ece,214,15
51304621169,dcc,280,64
51304669050,dba,282,223
51304734661,adf,289,202
51304743816,eac,199,166
51304751980,aaa,44,6
51304759841,gee,222,127
51304772558,ece,37,12
51304778251,faf,279,10
51304797714,ead,77,220
51304798538,dfa,291,44
51304830771,aab,276,46
51304838764,fag,195,242
51304893322,afc,85,238
51304921319,bcb,185,288
51304946826,daa,274,284
51304983077,eae,125,53
51304993348,bgb,271,11
51305008318,gbc,266,105
51305025295,dgg,232,253
51305051715,ege,3,30
51305054100,aef,76,79
51305093390,cfb,261,282
51305108520,ceb,160,257
51305117567,fdd,204,224
51305131126,eag,94,95
51305153700,aca,67,106
51305168140,ebc,250,67
51305173722,aaf,299,229
51305179230,gec,250,249
51305193895,dda,219,53
51305231769,fea,293,212
51305276475,gbe,162,21
51305288099,bcd,64,13
51305309846,gde,261,134
51305328191,dfb,135,54
51305344860,cbg,228,10
51305348511,geb,76,78
51305352895,ada,55,50
51305361541,gbg,177,49
51305386775,gbd,174,81
51305475967,fcd,194,276
51305481254,gce,129,215
51305542978,cad,197,35
51305574358,bec,180,58
51305605386,fcb,236,224
51305651169,ccb,134,42
51305667566,eeb,80,204
51305686680,ecd,161,296
51305690288,bfc,220,44
51305706913,eeg,260,10
51305711177,fce,151,113
51305736713,edb,20,142
51305745451,fed,251,108
51305812778,ccf,263,92
51305815164,bac,25,271
51305867015,acg,215,28
51305884325,cag,93,132
51305910456,cdb,91,152
51305936338,gbb,126,56
51305941132,gcc,173,190
51305975075,afd,34,202
51305977410,acb,126,39
51306004137,ddd,58,77
51306007171,cbf,11,27
51306007807,fcb,94,197
51306023248,ebd,228,233
51306030922,abd,5,55
51306047091,dee,96,69
51306074099,eab,173,40
51306113646,cbe,106,279
51306123085,baf,177,15
51306130773,gca,216,153
51306149502,dac,70,151
51306149561,fgc,276,21
51306165289,deb,69,74
51306186626,cag,142,146
51306222578,bbe,292,50
51306232315,ddf,200,129
51306244096,dfb,64,50
51306244325,edf,70,242
51306247512,gff,229,67
51306274681,bca,177,184
51306279448,gge,160,108
51306323316,eef,235,60
51306352927,ccg,18,7
51306356312,ega,270,226
51306365423,cfg,250,142
51306371170,ebg,139,267
51306377601,fge,149,60
51306385408,bga,256,221
51306401338,cge,146,216
51306462195,gfd,82,34
51306472276,feg,227,242
51306477554,gdd,207,262
51306492368,fff,169,64
51306498240,bca,85,154
51306512270,bfg,202,236
51306517376,bed,273,87
51306540119,fca,266,163
51306542435,cab,142,310
51306563470,bfa,25,175
51306573892,efb,162,202
51306576851,def,242,142
51306588620,baa,3,231
51306598087,fbc,268,63
51306603412,aec,227,253
51306621186,efc,160,194
51306624167,cgg,220,84
51306632171,ade,31,62
51306636497,gaf,298,273
51306644733,daa,27,281
51306656927,caf,116,218
51306663488,efc,298,172
51306685834,fdg,293,78
51306690161,edb,45,160
51306691438,gfc,266,243
51306719933,cbe,61,262
51306750199,bdd,7,43
51306762886,bgf,67,161
51306764717,gef,28,120
51306766451,aff,2,6
51306789302,abc,282,285
51306800203,deg,154,26
51306830435,bbf,64,226
51306830855,dda,283,47
51306834099,gef,280,130
51306849998,cea,240,183
51306862514,dcg,64,235
51306875414,aed,286,182
51306882452,bbd,18,179
51306883243,ggd,14,295
51306912391,gga,231,16
51306969862,bbg,48,167
51306989162,dce,101,78
51306998200,fbc,141,74
51307000041,dde,204,155
51307039584,fdd,242,192
51307073247,dfg,115,277
51307083930,fcg,236,89
51307087022,caa,77,117
51307103411,cfc,92,153
51307112714,acc,159,45
51307115612,gfa,223,218
51307131118,dge,72,156
51307171276,cda,64,198
51307172432,dae,283,12
51307188578,bgg,19,108
51307210070,eba,39,131
51307214245,ced,5,164
51307256989,cbe,108,230
51307273747,gfg,23,169
51307277170,aeg,130,171
51307316595,abc,265,302
51307336847,bba,246,193
51307337135,dfd,158,101
51307344549,dfe,11,241
51307350703,fac,109,189
51307354300,gdb,294,93
51307385611,fef,286,35
51307387810,dag,154,219
51307389318,cff,61,180
51307407319,fbg,110,41
51307432924,efa,34,216
51307440951,afc,148,264
51307446391,cgf,147,5
51307446788,cbc,120,81
51307469161,fag,249,208
51307516034,ffb,212,89
51307520571,cac,237,98
51307527113,eca,152,116
51307530885,egf,299,100
51307536008,beg,245,134
51307537867,fdf,60,200
51307546237,cce,112,121
51307567943,gdc,7,292
51307570264,ebb,80,125
51307576199,eaa,119,47
51307584235,aad,108,109
51307599637,aac,143,201
51307600525,gbf,207,17
51307602000,acb,291,46
51307606573,dbd,49,152
51307622175,fae,242,93
51307634981,ddd,116,86
51307651078,aef,145,64
51307654835,dbb,299,17
51307669138,dgb,65,222
51307717804,bdb,258,92
51307720425,abc,152,268
51307730938,bda,150,170
51307732503,bgc,174,244
51307742673,cfd,45,190
51307749028,agb,192,229
51307754416,abe,244,136
51307776683,deb,249,69
51307792818,egd,184,85
51307805890,bcc,151,204
51307809248,edb,34,145
51307831924,ffg,196,171
51307846573,dcd,157,321
51307864025,ffc,190,57
51307867369,aeg,252,171
51307868931,cca,11,106
51307871327,dcc,1,76
51307912444,egb,248,226
51307918397,bbb,152,160
51307921045,dca,117,8
51307922653,bgg,264,116
51307952114,afa,181,148
51307956285,aga,114,139
51307968899,ffd,181,199
51307982515,cfd,174,172
51308002040,acc,128,43
51308005985,gab,219,182
51308032907,fgd,133,11
51308039148,ebf,114,48
51308042773,edc,79,291
51308055003,afb,297,166
51308088982,gff,135,69
51308091817,egb,162,201
51308114237,adc,106,175
51308124223,abf,53,12
51308138319,cde,199,159
51308142999,gdd,5,222
51308144547,gdg,15,210
51308168202,bbf,64,248
51308183498,beg,239,142
51308189780,bdb,102,89
51308193391,dff,28,80
51308225557,add,261,22
51308237722,ecc,2,252
51308242356,dea,172,125
51308272916,dbd,3,167
51308278133,gbf,52,17
51308279177,fbd,201,48
51308280440,gae,185,15
51308287123,eea,260,219
51308289900,bcd,43,14
51308311159,fgg,135,299
51308318417,edg,112,209
51308348205,dbc,214,89
51308362213,dfc,161,88
51308384774,aea,183,81
51308405166,gcg,47,225
51308427071,fgb,80,90
51308438929,beb,64,60
51308472142,fbc,140,86
51308486169,fac,213,217
51308497246,daf,169,38
51308502427,fgf,23,149
51308506313,edd,125,263
51308506759,ede,16,290
51308531098,gfe,80,20
51308536842,cab,247,279
51308550569,cae,138,154
51308555184,acb,38,44
51308572918,dgd,214,74
51308575344,cdf,162,291
51308575566,gaa,189,122
51308584126,egc,185,297
51308611491,fda,299,43
51308632048,eaf,110,148
51308639257,dab,205,298
51308656826,cef,181,284
51308683919,ggf,150,63
51308686909,edc,179,279
51308700492,afc,169,240
51308741087,ggb,198,20
51308786438,ddb,177,172
51308814094,gea,131,179
51308830284,cfg,17,147
51308833464,adc,258,182
51308841411,fbe,124,52
51308863546,ecf,116,115
51308866674,cbd,129,280
51308871897,ccc,214,195
51308884671,ggg,262,113
51308916618,bdg,30,84
51308946468,gge,261,112
51308949162,aaa,131,6
51308967183,agg,122,239
51308977906,eec,245,260
51308994313,adb,177,296
51308999190,bac,97,303
51309000102,bgd,249,45
51309011533,abd,53,48
51309020822,agf,95,162
51309024992,dcf,285,34
51309029674,aee,48,168
51309036849,dgg,200,225
51309038905,gdc,177,274
51309045955,abg,88,47
51309046430,fgc,98,18
51309046459,afe,258,41
51309058666,ace,69,48
51309059847,cdd,123,126
51309076757,fec,132,178
51309082685,fdg,83,90
51309082910,bfd,292,14
51309089518,eda,61,59
51309098501,egb,227,215
51309144800,fga,118,281
51309152906,gcc,35,157
51309157493,bed,106,79
51309162928,efe,137,164
51309165923,adg,243,290
51309166344,fba,91,298
51309229445,bcg,17,77
51309251091,ged,262,78
51309256135,dad,13,72
51309262923,bbg,188,173
51309294572,bag,55,179
51309304760,ecb,44,68
51309305504,ddd,9,85
51309317575,bce,40,277
51309322993,gcf,128,66
51309347515,cfg,120,166
51309348601,fdg,32,72
51309370095,bff,33,278
51309371157,cgd,115,187
51309376321,bfd,72,15
51309399146,aae,271,275
51309401858,cga,260,59
51309403880,eed,95,75
51309405713,edd,18,281
51309415506,gfb,11,258
51309424503,dgf,11,131
51309436840,bee,46,160
51309439664,agc,164,248
51309481186,ccb,99,44
51309481653,caf,158,202
51309496407,bba,102,158
51309513892,ffa,17,168
51309523258,eag,231,89
51309542215,ddc,174,268
51309544657,dfg,89,252
51309551796,bfe,120,241
51309557271,dbf,115,162
51309561074,bfa,220,182
51309571665,cfg,139,179
51309578447,fag,219,201
51309583802,fad,34,47
51309590137,fbc,82,98
51309592270,bgb,270,10
51309599402,agd,97,255
51309600571,fcc,242,88
51309600751,fbf,126,201
51309606565,cfe,217,224
51309651950,dac,242,166
51309653580,abc,44,310
51309672150,bde,277,132
51309681400,cdg,150,208
51309720958,bea,169,52
51309744648,cfa,216,115
51309752638,afg,5,245
51309759976,cbb,243,175
51309763056,baa,270,272
51309791032,dgc,286,289
51309793516,gdf,234,142
51309798548,feb,11,110
51309813718,cec,239,75
51309826941,cfa,141,96
51309831959,bab,129,299
51309844855,cgc,8,297
51309866624,fbb,91,97
51309927176,gac,274,144
51309941151,fee,108,121
51309953028,aaf,178,245
51309964850,dfa,114,51
51309975415,bgb,239,11
51310026214,gfb,215,299
51310032011,bfd,207,14
51310035513,fgb,212,84
51310044981,cfg,103,207
51310054078,bfb,155,274
51310058142,afa,52,156
51310109833,cbf,94,31
51310113775,fbg,157,47
51310120194,gbd,84,89
51310124248,bac,35,330
51310137253,ggc,25,99
51310149654,egc,114,291
51310152923,ccc,74,157
51310167147,fbb,37,79
51310178664,bbc,106,237
51310224221,bae,253,254
51310234559,gbc,84,118
51310236226,dfd,263,118
51310242967,fba,126,351
51310248611,ccd,234,45
51310261045,gbb,27,58
51310282589,aca,249,118
51310303432,gcb,94,134
51310327272,bfc,292,40
51310329934,fdc,125,153
51310353824,ggg,264,133
51310374250,dbf,62,189
51310439792,cbg,140,9
51310460523,ded,126,210
51310494466,fge,25,54
51310546659,aeb,163,256
51310552920,ecf,161,96
51310572051,gce,89,208
51310583231,cef,71,292
51310649760,gda,58,256
51310652702,dca,69,7
51310654022,cgd,232,220
51310690273,bga,172,251
51310692716,efd,199,196
51310693140,beb,187,50
51310701175,cgb,164,127
51310719950,geg,121,138
51310742497,cda,116,192
51310774063,ccf,4,94
51310797284,gag,121,227
51310806304,cdb,119,152
51310840950,ddb,23,154
51310888902,dfc,281,94
51310897397,dgd,184,82
51310912878,bee,296,160
51310972911,fda,16,46
51310973139,gbf,193,17
51310998284,ecd,53,248
51311008272,daa,255,233
51311051367,gee,206,132
51311061801,fdf,13,225
51311065630,afc,130,220
51311075186,fde,13,169
51311111782,bce,296,279
51311116593,eff,110,183
51311116613,acg,202,23
51311141492,dag,194,238
51311144261,ffc,97,64
51311146206,ceb,170,292
51311186621,ddd,194,68
51311187039,eac,217,194
51311192714,ade,242,71
51311204522,dga,147,202
51311212481,ade,192,63
51311220242,bab,196,322
51311252908,faa,31,158
51311256441,cff,83,162
51311272066,ggb,185,22
51311286023,cge,242,179
51311297553,eef,175,69
51311300057,bcf,162,68
51311315734,cec,58,67
51311343034,aee,292,164
51311353201,dfg,287,204
51311359724,ead,77,202
51311395069,ebb,227,148
51311396866,gec,95,204
51311397665,bdb,7,97
51311463574,eab,86,42
51311464242,cde,157,139
51311485693,fgd,235,9
51311493821,ega,173,180
51311505308,eea,61,243
51311573740,cda,242,203
51311588347,egg,64,59
51311591855,ebe,77,109
51311603306,cdc,51,151
51311607410,eee,297,112
51311623691,bad,159,29
51311625391,bad,24,24
51311626756,cee,205,106
51311647993,bge,271,203
51311653456,adb,200,251
51311675746,ecg,198,163
51311685792,fcd,182,240
51311705452,bbb,277,176
51311714100,acd,77,170
51311716790,cfc,82,134
51311759603,dba,33,254
51311803714,ecc,275,269
51311810075,bfg,5,195
51311811829,cea,206,177
51311816013,gga,177,19
51311819058,fdc,18,139
51311820672,def,251,113
51311841608,bdc,25,285
51311866889,dgf,208,142
51311904113,agc,65,250
51311910609,aee,154,175
51311913657,fdb,17,269
51311916575,gcd,268,290
51311960625,feg,78,203
51311970045,beg,242,130
51311971274,bbd,47,186
51311976966,cfd,62,185
51311984422,aba,126,105
51312054049,gbe,21,20
51312060458,ebc,222,71
51312076109,gba,83,127
51312102593,cag,12,151
51312106172,ceb,194,248
51312130293,dec,179,12
51312133170,gcd,95,321
51312135820,edb,299,117
51312158486,ged,89,88
51312177103,fbf,150,178
51312193842,cfe,193,183
51312196190,cgg,235,86
51312196806,acf,9,22
51312234297,bda,150,198
51312248726,age,73,169
51312320426,efe,102,193
51312322131,dbc,23,97
51312336511,cea,199,166
51312362434,beb,26,57
51312388333,agc,25,247
51312404917,feg,102,229
51312408388,bef,121,243
51312411992,fdb,145,217
51312414771,fag,186,166
51312414952,ggd,38,274
51312451332,dbe,120,125
51312454234,bec,29,63
51312512379,dae,190,13
51312516555,fbd,239,40
51312545839,fcf,152,77
51312579013,cad,291,31
51312590815,fbc,284,99
51312599481,aag,39,15
51312600420,cba,72,7
51312615908,eff,209,201
51312617714,fgb,87,95
51312624808,cbd,60,310
51312632473,aab,270,39
51312634024,ebf,238,54
51312645080,ecd,199,198
51312660660,ece,180,13
51312685112,cgg,126,98
51312713812,aae,79,313
51312723072,ffe,31,237
51312725643,gae,215,13
51312768684,agc,297,271
51312773629,eeg,73,8
51312775388,dbg,109,107
51312783353,gcg,174,207
51312788040,fdf,257,265
51312793937,cbb,178,180
51312799616,bfd,252,11
51312815397,ddg,122,261
51312847695,bac,188,363
51312870434,acg,94,20
51312875222,efa,282,250
51312879549,cgf,197,5
51312898547,gad,190,94
51312925423,aff,235,5
51312933419,dbd,243,187
51312968580,ccc,4,182
51313015206,aeb,199,286
51313036792,bde,62,118
51313042471,cdf,256,302
51313044779,bda,116,213
51313070828,faf,180,9
51313102603,cfc,270,116
51313114110,edf,96,285
51313180184,abd,26,39
51313199478,edg,216,229
51313228866,efg,139,236
51313254687,adf,191,195
51313265986,afd,41,163
51313279901,adb,241,233
51313280036,gge,251,129
51313281827,dcb,50,106
51313309922,cfb,236,262
51313313430,cee,59,121
51313321494,cde,103,137
51313324508,gcc,203,149
51313371367,fgf,259,143
51313371868,fff,243,58
51313399785,ecf,292,94
51313402922,fdg,29,74
51313442065,aef,124,57
51313450903,gbe,130,20
51313462963,cga,87,67
51313471895,ggf,218,59
51313476541,fdc,277,130
51313491718,fee,116,111
51313512861,ada,251,57
51313513407,fbf,128,190
51313527186,bdb,117,82
51313529066,cgb,229,107
51313536773,gef,89,143
51313546730,dea,103,128
51313555025,fgc,152,17
51313563239,ege,167,29
51313575909,agb,179,256
51313582150,adg,65,258
51313588474,cef,72,329
51313593141,bdb,161,96
51313610969,fdb,259,243
51313676450,gee,101,133
51313682880,fab,164,89
51313703372,cbc,63,92
51313723766,geb,125,64
51313724865,bbd,25,215
51313727524,gcd,240,272
51313736172,cfe,176,153
51313737570,dfd,204,139
51313741549,dee,104,80
51313741864,eff,33,192
51313753889,agd,270,237
51313760610,cge,136,207
51313779794,fcb,241,193
51313785692,ceg,38,118
51313803090,cfc,280,99
51313809215,dge,43,138
51313811678,bdf,27,118
51313835792,eaf,185,146
51313841928,dde,25,179
51313849200,aga,275,134
51313860301,dfg,296,173
51313906734,caf,223,230
51313913922,daf,234,34
51313931178,dge,220,139
51313941692,aaf,208,218
51313949957,gbc,251,94
51313955976,dce,100,63
51313963614,bfb,272,235
51313972914,cbd,49,288
51313980720,ccc,289,176
51313985867,abb,95,82
51314034963,bbe,82,54
51314038001,dda,99,53
51314102003,afc,54,200
51314149851,eeb,236,193
51314152787,dfb,32,40
51314190790,baf,87,15
51314198304,bad,275,23
51314220592,ede,248,345
51314241669,gbg,108,42
51314266804,afb,231,159
51314276236,fdd,129,161
51314325427,efd,20,221
51314346608,aaa,73,7
51314350604,efb,244,228
51314354432,fce,280,125
51314374935,caa,259,128
51314395072,gge,213,136
51314399912,bgg,181,106
51314405777,fca,203,158
51314445254,eba,151,112
51314507769,fgb,293,78
51314533834,gfa,259,224
51314541664,bdc,61,336
51314545050,ebd,92,219
51314579219,dgd,258,84
51314595370,fea,90,241
51314598320,add,38,18
51314628225,eae,170,54
51314656596,dag,282,204
51314667515,dgb,222,230
51314679695,bcb,48,241
51314680867,fbg,215,39
51314693684,cab,238,239
51314700740,bca,24,140
51314716815,acf,95,25
51314739351,dad,184,77
51314760948,fff,211,48
51314762505,cae,144,150
51314811447,ece,120,12
51314827704,bbd,200,225
51314828985,gea,180,187
51314829210,eeb,232,189
51314852648,aee,210,162
51314860483,ccg,17,7
51314864010,afe,269,41
51314872658,efd,158,251
51314882523,eeb,265,223
51314888417,acc,34,44
51314894499,gca,161,157
51314895915,gfg,261,182
51314907822,fed,276,102
51314924349,fcg,224,89
51314938823,bed,202,64
51314991267,ddg,180,216
51315008529,ecc,234,215
51315015510,dea,267,106
51315025122,bdd,5,50
51315029238,dac,284,195
51315031370,ebc,20,69
51315031755,dfd,14,152
51315087064,fef,20,37
51315095818,bdb,256,108
51315099534,bca,260,141
51315104866,fag,154,166
51315107360,adf,91,187
51315111366,aec,187,209
51315113000,gbd,11,80
51315134890,ecc,281,255
51315139069,acc,57,39
51315151649,dfa,86,60
51315188961,ffb,125,103
51315199220,gaf,67,240
51315213932,ggb,111,23
51315221538,bbc,284,241
51315222898,aef,129,65
51315229754,aed,47,203
51315231750,gfd,160,36
51315242985,gbc,206,83
51315245267,acb,163,50
51315246554,edg,66,224
51315254113,dgg,234,189
51315278929,gff,171,71
51315285475,eca,253,128
51315287253,ddb,130,132
51315305389,gde,210,124
51315328136,ada,22,56
51315340430,gec,66,163
51315367729,cga,126,62
51315385946,adg,123,299
51315407578,ccb,3,40
51315422955,bcb,255,281
51315456893,ffd,227,177
51315473938,deb,288,69
51315482800,gfd,269,31
51315483868,ced,16,182
51315484733,dcg,1,239
51315486666,fca,109,153
51315505010,ege,100,24
51315508472,bed,209,64
51315509588,gfc,94,213
51315519721,fcf,195,73
51315550459,cba,7,6
51315559126,ffc,183,63
51315567652,gfa,112,259
51315570630,bab,232,363
51315580389,fgc,165,17
51315605030,ddf,263,132
51315640949,abf,95,10
51315650715,dee,183,90
51315658291,ebg,199,312
51315669821,cbe,144,211
51315690822,afa,274,132
51315697466,ffg,297,160
51315717590,ded,36,243
51315723592,egc,23,276
51315732318,dga,19,175
51315739497,dde,199,191
51315740279,gbf,204,16
51315751247,cfa,168,98
51315774562,bfe,224,253
51315778530,bcc,256,189
51315798055,bdc,276,366
51315798987,dee,237,93
51315801269,ede,54,393
51315816427,cad,42,32
51315827708,edb,1,115
51315833230,cac,137,106
51315878754,aed,282,182
51315886103,gaa,68,115
51315895787,dbb,165,15
51315934654,fge,146,51
51315951170,fda,107,53
51315960060,bcb,264,264
51315965279,dbc,188,100
51315998376,cgc,3,326
51315999945,aba,164,115
51316051206,aeg,82,164
51316056022,dfc,64,109
51316064918,aab,61,39
51316078413,aeg,26,164
51316078742,bbg,103,193
51316126466,feb,253,88
51316136578,egf,149,91
51316137236,aff,204,5
51316147900,eaa,239,45
51316164621,ged,8,87
51316185276,aac,104,172
51316213471,acg,160,20
51316213549,cca,296,96
51316214290,deg,185,29
51316220922,fae,248,83
51316239445,dcf,202,28
51316250658,geg,3,125
51316255060,gca,91,163
51316259123,aag,25,13
51316260870,cdg,229,222
51316263490,cff,265,129
51316273020,bgf,6,140
51316274143,gdd,52,230
51316279186,adc,138,196
51316288732,eff,272,226
51316289353,gdc,119,252
51316304422,dgb,126,253
51316319355,bde,40,115
51316345538,fga,127,295
51316368542,bbf,75,235
51316377412,cba,49,7
51316422355,cgg,267,109
51316422764,bgc,63,214
51316455410,cbe,275,206
51316456043,dfe,252,197
51316458734,gfd,6,36
51316479925,bea,164,51
51316494991,dcd,255,260
51316496998,cdb,228,161
51316509093,gdg,98,224
51316539609,cce,45,96
51316549576,gga,13,19
51316563414,ggd,126,257
51316575015,bfa,271,209
51316607073,fec,255,145
51316607724,bab,111,355
51316625863,efc,147,196
51316625879,bce,74,301
51316627459,eef,41,75
51316677775,gfc,138,183
51316681092,gga,266,21
51316691454,egd,261,90
51316692770,beb,38,50
51316694868,ace,70,54
51316711211,agg,211,219
51316711231,fgg,257,322
51316739480,abc,239,291
51316763726,aad,91,92
51316788402,ffa,204,141
51316831881,gab,118,214
51316846205,eda,247,48
51316868096,gda,53,302
51316869308,cce,226,92
51316878574,bef,222,233
51316882935,dca,202,6
51316897011,gbb,32,64
51316897086,bge,118,231
51316906620,cge,36,223
51316912822,fcc,49,87
51316933947,bbb,65,186
51316957728,gfa,224,253
51316980125,aaa,174,5
51316993255,gcf,16,56
51317004349,gfg,62,152
51317017110,gag,37,190
51317027074,aca,86,140
51317032792,abe,216,112
51317069581,gfb,135,319
51317087739,ebg,146,296
51317112969,gfe,130,22
51317116978,def,150,118
51317119969,eag,84,100
51317137871,edd,274,295
51317137979,fcf,161,78
51317159020,cbb,66,208
51317183332,gdb,12,83
51317187602,dcb,298,116
51317191310,baa,120,288
51317201979,gce,175,185
51317205565,baa,134,328
51317212115,dee,228,76
51317305328,aab,165,41
51317305724,agf,65,186
51317328774,edc,24,276
51317331955,gdd,13,216
51317350529,eec,224,236
51317355506,fdg,67,68
51317360641,abg,235,43
51317373861,ddd,29,65
51317374990,dcc,152,77
51317398316,gdg,159,264
51317400936,gaf,248,237
51317410426,bgb,267,10
51317411563,ecb,66,72
51317437669,bcf,117,59
51317455852,dab,113,277
51317460271,cgc,280,306
51317472615,fbe,289,49
51317507691,edf,80,333
51317508693,fdd,201,133
51317557763,gba,78,124
51317578050,fba,160,407
51317593563,cbe,53,191
51317607068,fde,213,187
51317622326,aec,71,169
51317643439,dbg,24,118
51317644798,fad,174,52
51317663860,ade,39,65
51317677552,ceb,162,272
51317694576,dee,26,85
51317736852,fac,103,219
51317744614,efe,49,218
51317756566,acc,131,37
51317768006,ggc,63,81
51317778495,aaa,213,5
51317792837,bcd,113,16
51317800681,aef,153,70
51317800829,eea,243,196
51317863022,gfc,155,190
51317866961,gfc,144,210
51317901891,baa,296,334
51317907526,bag,279,191
51317922295,egf,39,88
51317938526,egb,12,223
51317952408,eef,80,74
51317953481,bgd,61,36
51317968906,fae,257,73
51317993181,fdb,276,213
51317997197,ecb,257,77
51318045883,dff,249,80
51318047489,ggg,174,155
51318062541,bbe,86,48
51318070394,egc,87,251
51318076305,fbg,97,42
51318082365,bae,21,243
51318098024,cab,46,253
51318173567,geg,218,121
51318195849,agg,193,227
51318197085,gac,56,128
51318202281,cfb,66,254
51318205341,gfd,195,34
51318210469,aea,31,79
51318213817,dgc,206,341
51318216285,dec,175,11
51318224780,cce,102,105
51318235425,cgg,284,110
51318284507,bda,285,232
51318314010,cbg,223,9
51318317090,efb,89,214
51318318885,ccd,229,40
51318381927,bgc,292,241
51318385940,ada,203,62
51318388446,eaf,68,140
51318389436,ddf,35,147
51318400609,bdg,51,95
51318423009,gff,204,62
51318448160,dad,230,82
51318456107,cbf,162,34
51318480342,bbf,4,244
51318504012,bcc,286,154
51318507751,eea,180,184
51318514923,faf,58,10
51318520781,bcg,16,69
51318547503,deg,142,33
51318559048,ccc,5,176
51318559138,gfg,154,177
